model,benchmark,prompt_id,config_A,config_B,exact_match,first_divergence_pos,token_mismatch_rate,edit_distance,correctness_flip
gemma-2-27b,piqa,1239,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1240,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1241,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1242,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1243,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1244,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1245,bs1,bs2,False,5,0.5,4,False
gemma-2-27b,piqa,1246,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1247,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1248,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1249,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1250,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1251,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1252,bs1,bs2,False,3,0.5,3,False
gemma-2-27b,piqa,1253,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1254,bs1,bs2,False,4,0.5,4,False
gemma-2-27b,piqa,1255,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1256,bs1,bs2,False,4,0.5,4,False
gemma-2-27b,piqa,1257,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1258,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1259,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1260,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1261,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1262,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1263,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1264,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1265,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1266,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1267,bs1,bs2,False,4,0.5,3,False
gemma-2-27b,piqa,1268,bs1,bs2,False,4,0.5,3,False
gemma-2-27b,piqa,1269,bs1,bs2,False,4,0.5,3,False
gemma-2-27b,piqa,1270,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1271,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1272,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1273,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1274,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1275,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1276,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1277,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1278,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1279,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1280,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1281,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1282,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1283,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1284,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1285,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1286,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1287,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1288,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1289,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1290,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1291,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1292,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1293,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1294,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1295,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1296,bs1,bs2,False,7,0.5,3,False
gemma-2-27b,piqa,1297,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1298,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1299,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1300,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1301,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1302,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1303,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1304,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1305,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1306,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1307,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1308,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1309,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1310,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1311,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1312,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1313,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1314,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1315,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1316,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1317,bs1,bs2,False,6,0.5,3,False
gemma-2-27b,piqa,1318,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1319,bs1,bs2,False,6,0.5,3,False
gemma-2-27b,piqa,1320,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1321,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1322,bs1,bs2,False,4,0.5,3,False
gemma-2-27b,piqa,1323,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1324,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1325,bs1,bs2,False,5,0.5,3,False
gemma-2-27b,piqa,1326,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1327,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1328,bs1,bs2,False,5,0.5,3,False
gemma-2-27b,piqa,1329,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1330,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1331,bs1,bs2,False,4,0.5,3,False
gemma-2-27b,piqa,1332,bs1,bs2,False,4,0.5,3,False
gemma-2-27b,piqa,1333,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1334,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1335,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1336,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1337,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1338,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1339,bs1,bs2,False,4,0.5,3,False
gemma-2-27b,piqa,1340,bs1,bs2,False,4,0.5,3,False
gemma-2-27b,piqa,1341,bs1,bs2,False,4,0.5,3,False
gemma-2-27b,piqa,1342,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1343,bs1,bs2,False,7,0.5,3,False
gemma-2-27b,piqa,1344,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1345,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1346,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1347,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1348,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1349,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1350,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1351,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1352,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1353,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1354,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1355,bs1,bs2,False,5,0.5,1,False
gemma-2-27b,piqa,1356,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1357,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1358,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1359,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1360,bs1,bs2,False,7,0.5,1,False
gemma-2-27b,piqa,1361,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1362,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1363,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1364,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1365,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1366,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1367,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1368,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1369,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1370,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1371,bs1,bs2,False,7,0.5,3,False
gemma-2-27b,piqa,1372,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1373,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1374,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1375,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1376,bs1,bs2,False,5,0.5,1,False
gemma-2-27b,piqa,1377,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1378,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1379,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1380,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1381,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1382,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1383,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1384,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1385,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1386,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1387,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1388,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1389,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1390,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1391,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1392,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1393,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1394,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1395,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1396,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1397,bs1,bs2,False,5,0.5,3,False
gemma-2-27b,piqa,1398,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1399,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1400,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1401,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1402,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1403,bs1,bs2,False,5,0.5,1,False
gemma-2-27b,piqa,1404,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1405,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1406,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1407,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1408,bs1,bs2,False,4,0.5,3,False
gemma-2-27b,piqa,1409,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1410,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1411,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1412,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1413,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1414,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1415,bs1,bs2,False,4,0.5,3,False
gemma-2-27b,piqa,1416,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1417,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1418,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1419,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1420,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1421,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1422,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1423,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1424,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1425,bs1,bs2,False,3,0.5,3,False
gemma-2-27b,piqa,1426,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1427,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1428,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1429,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1430,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1431,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1432,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1433,bs1,bs2,False,5,0.5,1,False
gemma-2-27b,piqa,1434,bs1,bs2,False,4,0.5,4,False
gemma-2-27b,piqa,1435,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1436,bs1,bs2,False,4,0.5,3,False
gemma-2-27b,piqa,1437,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1438,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1439,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1440,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1441,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1442,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1443,bs1,bs2,False,4,0.5,3,False
gemma-2-27b,piqa,1444,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1445,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1446,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1447,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1448,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1449,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1450,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1451,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1452,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1453,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1454,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1455,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1456,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1457,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1458,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1459,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1460,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1461,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1462,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1463,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1464,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1465,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1466,bs1,bs2,False,4,0.5,4,False
gemma-2-27b,piqa,1467,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1468,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1469,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1470,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1471,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1472,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1473,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1474,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1475,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1476,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1477,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1478,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1479,bs1,bs2,False,4,0.5,3,False
gemma-2-27b,piqa,1480,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1481,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1482,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1483,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1484,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1485,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1486,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1487,bs1,bs2,False,5,0.5,3,False
gemma-2-27b,piqa,1488,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1489,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1490,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1491,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1492,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1493,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1494,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1495,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1496,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1497,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1498,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1499,bs1,bs2,False,4,0.5,3,False
gemma-2-27b,piqa,1500,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1501,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1502,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1503,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1504,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1505,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1506,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1507,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1508,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1509,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1510,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1511,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1512,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1513,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1514,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1515,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1516,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1517,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1518,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1519,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1520,bs1,bs2,False,4,0.5,3,False
gemma-2-27b,piqa,1521,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1522,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1523,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1524,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1525,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1526,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1527,bs1,bs2,False,4,0.5,4,False
gemma-2-27b,piqa,1528,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1529,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1530,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1531,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1532,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1533,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1534,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1535,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1536,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1537,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1538,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1539,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1540,bs1,bs2,False,4,0.5,3,False
gemma-2-27b,piqa,1541,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1542,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1543,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1544,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1545,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1546,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1547,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1548,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1549,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1550,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1551,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1552,bs1,bs2,False,6,0.5,3,False
gemma-2-27b,piqa,1553,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1554,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1555,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1556,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1557,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1558,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1559,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1560,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1561,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1562,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1563,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1564,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1565,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1566,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1567,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1568,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1569,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1570,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1571,bs1,bs2,False,5,0.5,3,False
gemma-2-27b,piqa,1572,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1573,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1574,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1575,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1576,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1577,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1578,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1579,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1580,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1581,bs1,bs2,False,5,0.5,1,False
gemma-2-27b,piqa,1582,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1583,bs1,bs2,False,6,0.5,3,False
gemma-2-27b,piqa,1584,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1585,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1586,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1587,bs1,bs2,False,4,0.5,4,False
gemma-2-27b,piqa,1588,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1589,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1590,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1591,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1592,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1593,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1594,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1595,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1596,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1597,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1598,bs1,bs2,False,6,0.5,3,False
gemma-2-27b,piqa,1599,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1600,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1601,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1602,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1603,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1604,bs1,bs2,False,4,0.5,3,False
gemma-2-27b,piqa,1605,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1606,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1607,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1608,bs1,bs2,False,6,0.5,2,False
gemma-2-27b,piqa,1609,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1610,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1611,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1612,bs1,bs2,False,4,0.5,2,False
gemma-2-27b,piqa,1613,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1614,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1615,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1616,bs1,bs2,True,-1,0.0,0,False
gemma-2-27b,piqa,1617,bs1,bs2,False,6,0.5,1,False
gemma-2-27b,piqa,1618,bs1,bs2,False,6,0.5,1,False
